#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0019079	viral genome replication	biological_process	Informative
GO:0007140	male meiosis	biological_process	Informative
GO:0006012	galactose metabolic process	biological_process	Informative
GO:0048016	inositol phosphate-mediated signaling	biological_process	Informative
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	Informative
GO:0043550	regulation of lipid kinase activity	biological_process	Informative
GO:0046887	positive regulation of hormone secretion	biological_process	Informative
GO:0002709	regulation of T cell mediated immunity	biological_process	Informative
GO:0050766	positive regulation of phagocytosis	biological_process	Informative
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	biological_process	Informative
GO:0045824	negative regulation of innate immune response	biological_process	Informative
GO:0016318	ommatidial rotation	biological_process	Informative
GO:0060688	regulation of morphogenesis of a branching structure	biological_process	Informative
GO:0032410	negative regulation of transporter activity	biological_process	Informative
GO:0016073	snRNA metabolic process	biological_process	Informative
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	biological_process	Informative
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	biological_process	Informative
GO:0050654	chondroitin sulfate proteoglycan metabolic process	biological_process	Informative
GO:0032232	negative regulation of actin filament bundle assembly	biological_process	Informative
GO:0042044	fluid transport	biological_process	Informative
GO:0051926	negative regulation of calcium ion transport	biological_process	Informative
GO:0070972	protein localization to endoplasmic reticulum	biological_process	Informative
GO:0006635	fatty acid beta-oxidation	biological_process	Informative
GO:0030857	negative regulation of epithelial cell differentiation	biological_process	Informative
GO:0006749	glutathione metabolic process	biological_process	Informative
GO:0016476	regulation of embryonic cell shape	biological_process	Informative
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	Informative
GO:0046717	acid secretion	biological_process	Informative
GO:0034754	cellular hormone metabolic process	biological_process	Informative
GO:0042770	signal transduction in response to DNA damage	biological_process	Informative
GO:0007029	endoplasmic reticulum organization	biological_process	Informative
GO:0006525	arginine metabolic process	biological_process	Informative
GO:0043393	regulation of protein binding	biological_process	Informative
GO:0030282	bone mineralization	biological_process	Informative
GO:0090184	positive regulation of kidney development	biological_process	Informative
GO:0072217	negative regulation of metanephros development	biological_process	Informative
GO:0015914	phospholipid transport	biological_process	Informative
GO:0008362	chitin-based embryonic cuticle biosynthetic process	biological_process	Informative
GO:1903779	regulation of cardiac conduction	biological_process	Informative
GO:0002088	lens development in camera-type eye	biological_process	Informative
GO:0001701	in utero embryonic development	biological_process	Informative
GO:0071260	cellular response to mechanical stimulus	biological_process	Informative
GO:0048771	tissue remodeling	biological_process	Informative
GO:0019184	nonribosomal peptide biosynthetic process	biological_process	Informative
GO:0050704	regulation of interleukin-1 secretion	biological_process	Informative
GO:0048265	response to pain	biological_process	Informative
GO:0046854	phosphatidylinositol phosphorylation	biological_process	Informative
GO:2001028	positive regulation of endothelial cell chemotaxis	biological_process	Informative
GO:0040005	chitin-based cuticle attachment to epithelium	biological_process	Informative
GO:2000463	positive regulation of excitatory postsynaptic potential	biological_process	Informative
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	biological_process	Informative
GO:0090309	positive regulation of methylation-dependent chromatin silencing	biological_process	Informative
GO:0043535	regulation of blood vessel endothelial cell migration	biological_process	Informative
GO:0044321	response to leptin	biological_process	Informative
GO:0034219	carbohydrate transmembrane transport	biological_process	Informative
GO:0051100	negative regulation of binding	biological_process	Informative
GO:0000710	meiotic mismatch repair	biological_process	Informative
GO:0005984	disaccharide metabolic process	biological_process	Informative
GO:0014009	glial cell proliferation	biological_process	Informative
GO:0001961	positive regulation of cytokine-mediated signaling pathway	biological_process	Informative
GO:0051454	intracellular pH elevation	biological_process	Informative
GO:0072210	metanephric nephron development	biological_process	Informative
GO:1901071	glucosamine-containing compound metabolic process	biological_process	Informative
GO:0006111	regulation of gluconeogenesis	biological_process	Informative
GO:0046813	receptor-mediated virion attachment to host cell	biological_process	Informative
GO:0045851	pH reduction	biological_process	Informative
GO:0006692	prostanoid metabolic process	biological_process	Informative
GO:0098657	import into cell	biological_process	Informative
GO:1900142	negative regulation of oligodendrocyte apoptotic process	biological_process	Informative
GO:0080171	lytic vacuole organization	biological_process	Informative
GO:0045912	negative regulation of carbohydrate metabolic process	biological_process	Informative
GO:0007561	imaginal disc eversion	biological_process	Informative
GO:0070266	necroptotic process	biological_process	Informative
GO:0048827	phyllome development	biological_process	Informative
GO:0003331	positive regulation of extracellular matrix constituent secretion	biological_process	Informative
GO:0032885	regulation of polysaccharide biosynthetic process	biological_process	Informative
GO:0007392	initiation of dorsal closure	biological_process	Informative
GO:0042446	hormone biosynthetic process	biological_process	Informative
GO:0038202	TORC1 signaling	biological_process	Informative
GO:0097264	self proteolysis	biological_process	Informative
GO:2000669	negative regulation of dendritic cell apoptotic process	biological_process	Informative
GO:0009309	amine biosynthetic process	biological_process	Informative
GO:0009584	detection of visible light	biological_process	Informative
GO:0045132	meiotic chromosome segregation	biological_process	Informative
GO:0009074	aromatic amino acid family catabolic process	biological_process	Informative
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological_process	Informative
GO:0097241	hematopoietic stem cell migration to bone marrow	biological_process	Informative
